STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,7,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,10.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,9.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,8.7,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,5.1,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,8.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2023,,5.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,8.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,4.6,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,7.1,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,7.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,7.4,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,6.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,4.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,6.8,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,8.4,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,4.5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,8,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,8.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,9.7,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,8.8,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,10.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,5.5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,8.6,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,11.6,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,7.1,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,9.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,11.9,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,12.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,8.8,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,5.5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,9.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,7.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,3.8,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,6.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE,Unemployment,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2024,,72279,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,LF,Labour force,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2024,,482197,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,14912,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,EMP,Employment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,229588,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,LF,Labour force,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2024,,440032,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,EMP,Employment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,426441,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,LF,Labour force,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,53370,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,EMP,Employment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2024,,222689,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,4081,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,EMP,Employment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2024,,410434,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,42679,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,LF,Labour force,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2024,,469120,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE,Unemployment,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2024,,8741,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2024,,29599,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,EMP,Employment,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2024,,95520,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,LF,Labour force,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2024,,104261,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,EMP,Employment,Y15T64,From 15 to 64 years,_T,Total,PS,Persons,2024,,836874,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2024,,4660,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,6.1,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,7.6,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,6.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,M,Male,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,9.1,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,8.4,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PR,Rural region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,9.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,6.7,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,F,Female,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,6.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2024,,8,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,LF_RATE,Labour force participation rate,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2024,,80.2,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,_T,Total,PT_POP_SUB,Percentage of population in the same subgroup,2024,,77.5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,LF_RATE,Labour force participation rate,Y15T64,From 15 to 64 years,_T,Total,PT_POP_SUB,Percentage of population in the same subgroup,2024,,78.4,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,LF_RATE,Labour force participation rate,Y15T64,From 15 to 64 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2024,,76.7,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2024,,71.5,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,LF_RATE,Labour force participation rate,Y15T64,From 15 to 64 years,_T,Total,PT_POP_SUB,Percentage of population in the same subgroup,2024,,82.7,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,LTU,Lithuania,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,2024,,76.4,,LTU,Lithuania,A,Normal value,0,Units,1,One
