REF_AREA,Reference area,AGE,Age,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,fertility_rate
KOR,Korea,Y25T29,From 25 to 29 years,2015,0.3155,A,Normal value,0.3155
MKD,North Macedonia,Y25T29,From 25 to 29 years,2015,0.50498,A,Normal value,0.50498
CYP,Cyprus,_T,Total,2015,1.33,A,Normal value,1.33
NOR,Norway,Y15T19,From 15 to 19 years,2015,0.02257,A,Normal value,0.02257
GRC,Greece,_T,Total,2015,1.33,A,Normal value,1.33
CHE,Switzerland,_T,Total,2015,1.54,A,Normal value,1.54
DNK,Denmark,Y35T39,From 35 to 39 years,2015,0.2905,A,Normal value,0.2905
DEU,Germany,Y25T29,From 25 to 29 years,2015,0.4126499999999999,A,Normal value,0.4126499999999999
ALB,Albania,Y15T19,From 15 to 19 years,2015,0.09138,A,Normal value,0.09138
SRB,Serbia,Y25T29,From 25 to 29 years,2015,0.45611,A,Normal value,0.45611
LUX,Luxembourg,Y25T29,From 25 to 29 years,2015,0.37938,A,Normal value,0.37938
MLT,Malta,Y25T29,From 25 to 29 years,2015,0.40232,A,Normal value,0.40232
FIN,Finland,Y20T24,From 20 to 24 years,2015,0.23068,A,Normal value,0.23068
PRT,Portugal,_T,Total,2015,1.31,A,Normal value,1.31
NLD,Netherlands,Y35T39,From 35 to 39 years,2015,0.33836,A,Normal value,0.33836
ESP,Spain,Y25T29,From 25 to 29 years,2015,0.28495,A,Normal value,0.28495
DNK,Denmark,Y25T29,From 25 to 29 years,2015,0.55064,A,Normal value,0.55064
DNK,Denmark,Y15T19,From 15 to 19 years,2015,0.0166,A,Normal value,0.0166
JPN,Japan,_T,Total,2015,1.45,A,Normal value,1.45
KOR,Korea,_T,Total,2015,1.239,A,Normal value,1.239
SWE,Sweden,Y15T19,From 15 to 19 years,2015,0.02144,A,Normal value,0.02144
LVA,Latvia,Y15T19,From 15 to 19 years,2015,0.08962,A,Normal value,0.08962
BEL,Belgium,Y25T29,From 25 to 29 years,2015,0.57407,A,Normal value,0.57407
GRC,Greece,Y25T29,From 25 to 29 years,2015,0.34255,A,Normal value,0.34255
NOR,Norway,_T,Total,2015,1.73,A,Normal value,1.73
DNK,Denmark,_T,Total,2015,1.7,A,Normal value,1.7
AUS,Australia,Y30T34,From 30 to 34 years,2015,0.6085,A,Normal value,0.6085
ALB,Albania,Y30T34,From 30 to 34 years,2015,0.32346,A,Normal value,0.32346
EST,Estonia,Y20T24,From 20 to 24 years,2015,0.25919,A,Normal value,0.25919
ITA,Italy,Y20T24,From 20 to 24 years,2015,0.14251,A,Normal value,0.14251
SWE,Sweden,Y30T34,From 30 to 34 years,2015,0.63983,A,Normal value,0.63983
TUR,Türkiye,_T,Total,2015,2.1570899140311925,A,Normal value,2.1570899140311925
ITA,Italy,_T,Total,2015,1.36,A,Normal value,1.36
POL,Poland,_T,Total,2015,1.33,A,Normal value,1.33
ALB,Albania,Y40T44,From 40 to 44 years,2015,0.01814,A,Normal value,0.01814
SVN,Slovenia,Y30T34,From 30 to 34 years,2015,0.53547,A,Normal value,0.53547
HRV,Croatia,Y25T29,From 25 to 29 years,2015,0.44097,A,Normal value,0.44097
FRA,France,Y25T29,From 25 to 29 years,2015,0.6215200000000001,A,Normal value,0.6215200000000001
KOR,Korea,Y35T39,From 35 to 39 years,2015,0.2415,A,Normal value,0.2415
HRV,Croatia,Y35T39,From 35 to 39 years,2015,0.2103499999999999,A,Normal value,0.2103499999999999
CZE,Czechia,Y35T39,From 35 to 39 years,2015,0.23026,A,Normal value,0.23026
SVN,Slovenia,Y35T39,From 35 to 39 years,2015,0.21976,A,Normal value,0.21976
MKD,North Macedonia,Y35T39,From 35 to 39 years,2015,0.15452,A,Normal value,0.15452
SVN,Slovenia,_T,Total,2015,1.58,A,Normal value,1.58
GBR,United Kingdom,Y45T49,From 45 to 49 years,2015,0.00471,A,Normal value,0.00471
LUX,Luxembourg,Y20T24,From 20 to 24 years,2015,0.15271,A,Normal value,0.15271
AUS,Australia,Y25T29,From 25 to 29 years,2015,0.467,A,Normal value,0.467
BEL,Belgium,_T,Total,2015,1.7,A,Normal value,1.7
MEX,Mexico,_T,Total,2015,2.232,E,Estimated value,2.232
MEX,Mexico,Y15T19,From 15 to 19 years,2015,0.37682,A,Normal value,0.37682
NLD,Netherlands,Y45T49,From 45 to 49 years,2015,0.00294,A,Normal value,0.00294
ISL,Iceland,Y25T29,From 25 to 29 years,2015,0.57988,A,Normal value,0.57988
HUN,Hungary,Y15T19,From 15 to 19 years,2015,0.11085,A,Normal value,0.11085
MKD,North Macedonia,Y30T34,From 30 to 34 years,2015,0.40398,A,Normal value,0.40398
CAN,Canada,Y25T29,From 25 to 29 years,2015,0.4619999999999999,A,Normal value,0.4619999999999999
TUR,Türkiye,Y35T39,From 35 to 39 years,2015,0.24991,A,Normal value,0.24991
ITA,Italy,Y35T39,From 35 to 39 years,2015,0.30147,A,Normal value,0.30147
ALB,Albania,Y45T49,From 45 to 49 years,2015,0.0016899999999999,A,Normal value,0.0016899999999999
IRL,Ireland,_T,Total,2015,1.86,A,Normal value,1.86
LTU,Lithuania,_T,Total,2015,1.63,A,Normal value,1.63
MKD,North Macedonia,_T,Total,2015,1.5,A,Normal value,1.5
SWE,Sweden,_T,Total,2015,1.85,A,Normal value,1.85
HRV,Croatia,Y30T34,From 30 to 34 years,2015,0.44126,A,Normal value,0.44126
CYP,Cyprus,Y35T39,From 35 to 39 years,2015,0.24122,A,Normal value,0.24122
SRB,Serbia,_T,Total,2015,1.46,A,Normal value,1.46
CZE,Czechia,_T,Total,2015,1.57,A,Normal value,1.57
SVK,Slovak Republic,Y45T49,From 45 to 49 years,2015,0.00108,A,Normal value,0.00108
SVK,Slovak Republic,_T,Total,2015,1.41,A,Normal value,1.41
POL,Poland,Y30T34,From 30 to 34 years,2015,0.3839899999999999,A,Normal value,0.3839899999999999
SRB,Serbia,Y30T34,From 30 to 34 years,2015,0.4120699999999999,A,Normal value,0.4120699999999999
ISL,Iceland,Y20T24,From 20 to 24 years,2015,0.2712299999999999,A,Normal value,0.2712299999999999
SRB,Serbia,Y20T24,From 20 to 24 years,2015,0.2895899999999999,A,Normal value,0.2895899999999999
SVN,Slovenia,Y40T44,From 40 to 44 years,2015,0.04207,A,Normal value,0.04207
POL,Poland,Y40T44,From 40 to 44 years,2015,0.03242,A,Normal value,0.03242
ITA,Italy,Y25T29,From 25 to 29 years,2015,0.33587,A,Normal value,0.33587
FRA,France,Y20T24,From 20 to 24 years,2015,0.2704,A,Normal value,0.2704
CAN,Canada,Y30T34,From 30 to 34 years,2015,0.5495,A,Normal value,0.5495
NLD,Netherlands,Y25T29,From 25 to 29 years,2015,0.46338,A,Normal value,0.46338
LUX,Luxembourg,Y45T49,From 45 to 49 years,2015,0.00511,A,Normal value,0.00511
NLD,Netherlands,_T,Total,2015,1.66,A,Normal value,1.66
HUN,Hungary,Y40T44,From 40 to 44 years,2015,0.0484,A,Normal value,0.0484
EST,Estonia,Y35T39,From 35 to 39 years,2015,0.25271,A,Normal value,0.25271
GBR,United Kingdom,Y15T19,From 15 to 19 years,2015,0.07036,A,Normal value,0.07036
DEU,Germany,Y35T39,From 35 to 39 years,2015,0.29153,A,Normal value,0.29153
LTU,Lithuania,Y35T39,From 35 to 39 years,2015,0.22589,A,Normal value,0.22589
NLD,Netherlands,Y30T34,From 30 to 34 years,2015,0.657,A,Normal value,0.657
PRT,Portugal,Y30T34,From 30 to 34 years,2015,0.44963,A,Normal value,0.44963
ALB,Albania,Y20T24,From 20 to 24 years,2015,0.50927,A,Normal value,0.50927
ROU,Romania,_T,Total,2015,1.62,A,Normal value,1.62
ITA,Italy,Y30T34,From 30 to 34 years,2015,0.45861,A,Normal value,0.45861
ISL,Iceland,Y30T34,From 30 to 34 years,2015,0.53598,A,Normal value,0.53598
NLD,Netherlands,Y15T19,From 15 to 19 years,2015,0.01125,A,Normal value,0.01125
NZL,New Zealand,Y20T24,From 20 to 24 years,2015,0.3203999999999999,A,Normal value,0.3203999999999999
PRT,Portugal,Y35T39,From 35 to 39 years,2015,0.2601,A,Normal value,0.2601
CAN,Canada,_T,Total,2015,1.6,A,Normal value,1.6
CRI,Costa Rica,_T,Total,2015,1.75734444511311,A,Normal value,1.75734444511311
JPN,Japan,Y20T24,From 20 to 24 years,2015,0.1412,A,Normal value,0.1412
BEL,Belgium,Y40T44,From 40 to 44 years,2015,0.05225,A,Normal value,0.05225
BGR,Bulgaria,Y40T44,From 40 to 44 years,2015,0.02856,A,Normal value,0.02856
AUT,Austria,Y35T39,From 35 to 39 years,2015,0.26074,A,Normal value,0.26074
NZL,New Zealand,_T,Total,2015,1.99,A,Normal value,1.99
MKD,North Macedonia,Y40T44,From 40 to 44 years,2015,0.02718,A,Normal value,0.02718
ESP,Spain,Y40T44,From 40 to 44 years,2015,0.07871,A,Normal value,0.07871
ROU,Romania,Y15T19,From 15 to 19 years,2016,0.1843,A,Normal value,0.1843
PRT,Portugal,Y45T49,From 45 to 49 years,2016,0.00348,A,Normal value,0.00348
FRA,France,_T,Total,2016,1.92,A,Normal value,1.92
BGR,Bulgaria,Y40T44,From 40 to 44 years,2016,0.0323699999999999,A,Normal value,0.0323699999999999
AUS,Australia,Y15T19,From 15 to 19 years,2016,0.0525,A,Normal value,0.0525
JPN,Japan,Y30T34,From 30 to 34 years,2016,0.49722,A,Normal value,0.49722
GRC,Greece,Y40T44,From 40 to 44 years,2016,0.0642099999999999,A,Normal value,0.0642099999999999
POL,Poland,Y40T44,From 40 to 44 years,2016,0.0346999999999999,A,Normal value,0.0346999999999999
ISL,Iceland,Y15T19,From 15 to 19 years,2016,0.03262,A,Normal value,0.03262
LVA,Latvia,Y40T44,From 40 to 44 years,2016,0.06157,A,Normal value,0.06157
MEX,Mexico,Y20T24,From 20 to 24 years,2016,0.62031,A,Normal value,0.62031
KOR,Korea,Y35T39,From 35 to 39 years,2016,0.2434999999999999,A,Normal value,0.2434999999999999
TUR,Türkiye,Y40T44,From 40 to 44 years,2016,0.05987,A,Normal value,0.05987
CYP,Cyprus,Y30T34,From 30 to 34 years,2016,0.50901,A,Normal value,0.50901
ITA,Italy,Y35T39,From 35 to 39 years,2016,0.30355,A,Normal value,0.30355
ITA,Italy,Y30T34,From 30 to 34 years,2016,0.4593899999999999,A,Normal value,0.4593899999999999
AUT,Austria,Y25T29,From 25 to 29 years,2016,0.4453,A,Normal value,0.4453
AUT,Austria,Y20T24,From 20 to 24 years,2016,0.2093499999999999,A,Normal value,0.2093499999999999
ESP,Spain,Y30T34,From 30 to 34 years,2016,0.46513,A,Normal value,0.46513
HUN,Hungary,Y15T19,From 15 to 19 years,2016,0.12265,A,Normal value,0.12265
LUX,Luxembourg,Y15T19,From 15 to 19 years,2016,0.02418,A,Normal value,0.02418
ALB,Albania,Y15T19,From 15 to 19 years,2016,0.08499,A,Normal value,0.08499
LVA,Latvia,Y30T34,From 30 to 34 years,2016,0.48086,A,Normal value,0.48086
GBR,United Kingdom,Y30T34,From 30 to 34 years,2016,0.5558200000000001,A,Normal value,0.5558200000000001
NOR,Norway,Y15T19,From 15 to 19 years,2016,0.01916,A,Normal value,0.01916
LUX,Luxembourg,Y20T24,From 20 to 24 years,2016,0.14128,A,Normal value,0.14128
ESP,Spain,Y40T44,From 40 to 44 years,2016,0.08147,A,Normal value,0.08147
SVN,Slovenia,Y20T24,From 20 to 24 years,2016,0.19792,A,Normal value,0.19792
ITA,Italy,Y15T19,From 15 to 19 years,2016,0.02425,A,Normal value,0.02425
TUR,Türkiye,Y25T29,From 25 to 29 years,2016,0.6629099999999999,A,Normal value,0.6629099999999999
EST,Estonia,Y20T24,From 20 to 24 years,2016,0.2359699999999999,A,Normal value,0.2359699999999999
BGR,Bulgaria,Y25T29,From 25 to 29 years,2016,0.44194,A,Normal value,0.44194
ESP,Spain,Y15T19,From 15 to 19 years,2016,0.0371299999999999,A,Normal value,0.0371299999999999
NOR,Norway,Y30T34,From 30 to 34 years,2016,0.59663,A,Normal value,0.59663
BEL,Belgium,Y45T49,From 45 to 49 years,2016,0.0035199999999999,A,Normal value,0.0035199999999999
DNK,Denmark,Y40T44,From 40 to 44 years,2016,0.05856,A,Normal value,0.05856
LVA,Latvia,Y45T49,From 45 to 49 years,2016,0.00324,A,Normal value,0.00324
TUR,Türkiye,Y45T49,From 45 to 49 years,2016,0.00507,A,Normal value,0.00507
AUT,Austria,_T,Total,2016,1.53,A,Normal value,1.53
CAN,Canada,Y30T34,From 30 to 34 years,2016,0.5525,A,Normal value,0.5525
KOR,Korea,_T,Total,2016,1.172,A,Normal value,1.172
MLT,Malta,Y15T19,From 15 to 19 years,2016,0.06131,A,Normal value,0.06131
IRL,Ireland,Y15T19,From 15 to 19 years,2016,0.0377,A,Normal value,0.0377
CZE,Czechia,Y15T19,From 15 to 19 years,2016,0.05828,A,Normal value,0.05828
MEX,Mexico,Y30T34,From 30 to 34 years,2016,0.38938,A,Normal value,0.38938
MEX,Mexico,Y45T49,From 45 to 49 years,2016,0.00497,A,Normal value,0.00497
SVK,Slovak Republic,Y15T19,From 15 to 19 years,2016,0.12896,A,Normal value,0.12896
NZL,New Zealand,Y30T34,From 30 to 34 years,2016,0.60091,A,Normal value,0.60091
DNK,Denmark,Y15T19,From 15 to 19 years,2016,0.0173,A,Normal value,0.0173
FRA,France,Y15T19,From 15 to 19 years,2016,0.04391,A,Normal value,0.04391
CAN,Canada,Y35T39,From 35 to 39 years,2016,0.2835,A,Normal value,0.2835
DNK,Denmark,Y30T34,From 30 to 34 years,2016,0.64633,A,Normal value,0.64633
GBR,United Kingdom,_T,Total,2016,1.79,A,Normal value,1.79
PRT,Portugal,Y15T19,From 15 to 19 years,2016,0.03999,A,Normal value,0.03999
EST,Estonia,Y35T39,From 35 to 39 years,2016,0.26226,A,Normal value,0.26226
PRT,Portugal,_T,Total,2016,1.36,A,Normal value,1.36
MEX,Mexico,Y15T19,From 15 to 19 years,2016,0.3628,A,Normal value,0.3628
AUS,Australia,Y30T34,From 30 to 34 years,2016,0.618,A,Normal value,0.618
GBR,United Kingdom,Y15T19,From 15 to 19 years,2016,0.06647,A,Normal value,0.06647
MKD,North Macedonia,Y15T19,From 15 to 19 years,2016,0.0790199999999999,A,Normal value,0.0790199999999999
ALB,Albania,Y30T34,From 30 to 34 years,2016,0.33328,A,Normal value,0.33328
BGR,Bulgaria,Y20T24,From 20 to 24 years,2016,0.34909,A,Normal value,0.34909
LTU,Lithuania,Y15T19,From 15 to 19 years,2016,0.06409,A,Normal value,0.06409
MEX,Mexico,Y25T29,From 25 to 29 years,2016,0.5438099999999999,A,Normal value,0.5438099999999999
EST,Estonia,Y40T44,From 40 to 44 years,2016,0.07001,A,Normal value,0.07001
ITA,Italy,Y45T49,From 45 to 49 years,2016,0.00652,A,Normal value,0.00652
BEL,Belgium,Y35T39,From 35 to 39 years,2016,0.25513,A,Normal value,0.25513
MLT,Malta,Y35T39,From 35 to 39 years,2016,0.24718,A,Normal value,0.24718
MLT,Malta,Y25T29,From 25 to 29 years,2016,0.36971,A,Normal value,0.36971
LTU,Lithuania,Y20T24,From 20 to 24 years,2016,0.25087,A,Normal value,0.25087
ITA,Italy,Y25T29,From 25 to 29 years,2016,0.32992,A,Normal value,0.32992
JPN,Japan,_T,Total,2016,1.44,A,Normal value,1.44
ALB,Albania,Y40T44,From 40 to 44 years,2016,0.02365,A,Normal value,0.02365
LVA,Latvia,_T,Total,2016,1.74,A,Normal value,1.74
PRT,Portugal,Y20T24,From 20 to 24 years,2016,0.16659,A,Normal value,0.16659
JPN,Japan,Y35T39,From 35 to 39 years,2016,0.27902,A,Normal value,0.27902
SWE,Sweden,Y30T34,From 30 to 34 years,2016,0.63581,A,Normal value,0.63581
NLD,Netherlands,Y35T39,From 35 to 39 years,2016,0.3469900000000001,A,Normal value,0.3469900000000001
HUN,Hungary,Y35T39,From 35 to 39 years,2016,0.24455,A,Normal value,0.24455
TUR,Türkiye,_T,Total,2016,2.1148359494924382,A,Normal value,2.1148359494924382
DEU,Germany,Y35T39,From 35 to 39 years,2016,0.30886,A,Normal value,0.30886
CZE,Czechia,Y45T49,From 45 to 49 years,2016,0.00229,A,Normal value,0.00229
MKD,North Macedonia,Y40T44,From 40 to 44 years,2016,0.0278599999999999,A,Normal value,0.0278599999999999
GBR,United Kingdom,Y35T39,From 35 to 39 years,2016,0.32685,A,Normal value,0.32685
POL,Poland,_T,Total,2016,1.39,A,Normal value,1.39
DNK,Denmark,Y35T39,From 35 to 39 years,2016,0.30815,A,Normal value,0.30815
NZL,New Zealand,Y35T39,From 35 to 39 years,2016,0.34483,A,Normal value,0.34483
NLD,Netherlands,Y15T19,From 15 to 19 years,2016,0.0107399999999999,A,Normal value,0.0107399999999999
AUS,Australia,Y35T39,From 35 to 39 years,2016,0.36,A,Normal value,0.36
KOR,Korea,Y45T49,From 45 to 49 years,2016,0.001,A,Normal value,0.001
NLD,Netherlands,Y30T34,From 30 to 34 years,2016,0.66531,A,Normal value,0.66531
CHE,Switzerland,Y20T24,From 20 to 24 years,2016,0.13413,A,Normal value,0.13413
LUX,Luxembourg,_T,Total,2016,1.42,A,Normal value,1.42
ALB,Albania,Y25T29,From 25 to 29 years,2016,0.55942,A,Normal value,0.55942
SVN,Slovenia,Y45T49,From 45 to 49 years,2016,0.00237,A,Normal value,0.00237
SRB,Serbia,Y40T44,From 40 to 44 years,2016,0.03524,A,Normal value,0.03524
ISL,Iceland,Y35T39,From 35 to 39 years,2016,0.29834,A,Normal value,0.29834
LTU,Lithuania,Y40T44,From 40 to 44 years,2016,0.04412,A,Normal value,0.04412
EST,Estonia,_T,Total,2016,1.61,A,Normal value,1.61
CHE,Switzerland,Y25T29,From 25 to 29 years,2016,0.3961800000000001,A,Normal value,0.3961800000000001
DNK,Denmark,Y20T24,From 20 to 24 years,2016,0.17413,A,Normal value,0.17413
CYP,Cyprus,Y45T49,From 45 to 49 years,2016,0.0070299999999999,A,Normal value,0.0070299999999999
HUN,Hungary,Y45T49,From 45 to 49 years,2016,0.00209,A,Normal value,0.00209
SWE,Sweden,Y35T39,From 35 to 39 years,2016,0.34507,A,Normal value,0.34507
TUR,Türkiye,Y20T24,From 20 to 24 years,2016,0.50096,A,Normal value,0.50096
NOR,Norway,Y35T39,From 35 to 39 years,2016,0.29468,A,Normal value,0.29468
SWE,Sweden,_T,Total,2016,1.86,A,Normal value,1.86
MLT,Malta,Y20T24,From 20 to 24 years,2016,0.16897,A,Normal value,0.16897
AUT,Austria,Y35T39,From 35 to 39 years,2016,0.27348,A,Normal value,0.27348
SWE,Sweden,Y15T19,From 15 to 19 years,2016,0.02189,A,Normal value,0.02189
AUT,Austria,Y15T19,From 15 to 19 years,2016,0.03452,A,Normal value,0.03452
ESP,Spain,Y35T39,From 35 to 39 years,2016,0.33533,A,Normal value,0.33533
TUR,Türkiye,Y15T19,From 15 to 19 years,2016,0.11854,A,Normal value,0.11854
LVA,Latvia,Y35T39,From 35 to 39 years,2016,0.26472,A,Normal value,0.26472
MKD,North Macedonia,Y35T39,From 35 to 39 years,2016,0.1644299999999999,A,Normal value,0.1644299999999999
FRA,France,Y45T49,From 45 to 49 years,2016,0.00413,A,Normal value,0.00413
ALB,Albania,Y35T39,From 35 to 39 years,2016,0.13458,A,Normal value,0.13458
LUX,Luxembourg,Y45T49,From 45 to 49 years,2016,0.00548,A,Normal value,0.00548
TUR,Türkiye,Y35T39,From 35 to 39 years,2016,0.25469,A,Normal value,0.25469
ROU,Romania,Y35T39,From 35 to 39 years,2016,0.1668899999999999,A,Normal value,0.1668899999999999
MKD,North Macedonia,Y20T24,From 20 to 24 years,2016,0.3181,A,Normal value,0.3181
NZL,New Zealand,Y20T24,From 20 to 24 years,2016,0.28905,A,Normal value,0.28905
SRB,Serbia,Y35T39,From 35 to 39 years,2016,0.19124,A,Normal value,0.19124
MKD,North Macedonia,_T,Total,2016,1.51,A,Normal value,1.51
NLD,Netherlands,Y25T29,From 25 to 29 years,2016,0.45454,A,Normal value,0.45454
NOR,Norway,Y45T49,From 45 to 49 years,2016,0.00369,A,Normal value,0.00369
ROU,Romania,Y40T44,From 40 to 44 years,2016,0.03304,A,Normal value,0.03304
CHE,Switzerland,Y35T39,From 35 to 39 years,2016,0.34642,A,Normal value,0.34642
HRV,Croatia,_T,Total,2016,1.43,A,Normal value,1.43
SWE,Sweden,Y45T49,From 45 to 49 years,2016,0.00457,A,Normal value,0.00457
NOR,Norway,Y25T29,From 25 to 29 years,2016,0.53687,A,Normal value,0.53687
CZE,Czechia,Y20T24,From 20 to 24 years,2016,0.24136,A,Normal value,0.24136
MKD,North Macedonia,Y45T49,From 45 to 49 years,2016,0.00145,A,Normal value,0.00145
SVK,Slovak Republic,Y35T39,From 35 to 39 years,2016,0.1915399999999999,A,Normal value,0.1915399999999999
BGR,Bulgaria,Y35T39,From 35 to 39 years,2016,0.15783,A,Normal value,0.15783
IRL,Ireland,Y45T49,From 45 to 49 years,2016,0.00856,A,Normal value,0.00856
ROU,Romania,_T,Total,2016,1.69,A,Normal value,1.69
POL,Poland,Y20T24,From 20 to 24 years,2016,0.23911,A,Normal value,0.23911
SRB,Serbia,Y25T29,From 25 to 29 years,2016,0.45723,A,Normal value,0.45723
GRC,Greece,Y30T34,From 30 to 34 years,2016,0.4961299999999999,A,Normal value,0.4961299999999999
CYP,Cyprus,Y15T19,From 15 to 19 years,2016,0.02827,A,Normal value,0.02827
AUT,Austria,Y30T34,From 30 to 34 years,2016,0.50617,A,Normal value,0.50617
HRV,Croatia,Y30T34,From 30 to 34 years,2016,0.46091,A,Normal value,0.46091
CHE,Switzerland,Y15T19,From 15 to 19 years,2016,0.01384,A,Normal value,0.01384
ISL,Iceland,Y30T34,From 30 to 34 years,2016,0.54281,A,Normal value,0.54281
NOR,Norway,Y40T44,From 40 to 44 years,2016,0.05959,A,Normal value,0.05959
CZE,Czechia,Y25T29,From 25 to 29 years,2016,0.4954999999999999,A,Normal value,0.4954999999999999
IRL,Ireland,Y30T34,From 30 to 34 years,2016,0.6158899999999999,A,Normal value,0.6158899999999999
DEU,Germany,Y45T49,From 45 to 49 years,2016,0.0029,A,Normal value,0.0029
PRT,Portugal,Y30T34,From 30 to 34 years,2016,0.4638,A,Normal value,0.4638
HUN,Hungary,Y30T34,From 30 to 34 years,2016,0.4718599999999999,A,Normal value,0.4718599999999999
POL,Poland,Y35T39,From 35 to 39 years,2016,0.17493,A,Normal value,0.17493
MLT,Malta,Y30T34,From 30 to 34 years,2016,0.47545,A,Normal value,0.47545
DNK,Denmark,_T,Total,2016,1.78,A,Normal value,1.78
CYP,Cyprus,Y20T24,From 20 to 24 years,2016,0.12978,A,Normal value,0.12978
POL,Poland,Y25T29,From 25 to 29 years,2016,0.46678,A,Normal value,0.46678
IRL,Ireland,Y25T29,From 25 to 29 years,2016,0.37303,A,Normal value,0.37303
JPN,Japan,Y20T24,From 20 to 24 years,2016,0.13736,A,Normal value,0.13736
CAN,Canada,Y20T24,From 20 to 24 years,2016,0.198,A,Normal value,0.198
MLT,Malta,_T,Total,2016,1.38,A,Normal value,1.38
HUN,Hungary,Y25T29,From 25 to 29 years,2016,0.4044299999999999,A,Normal value,0.4044299999999999
DEU,Germany,Y20T24,From 20 to 24 years,2016,0.19439,A,Normal value,0.19439
SWE,Sweden,Y25T29,From 25 to 29 years,2016,0.56071,A,Normal value,0.56071
SVK,Slovak Republic,Y45T49,From 45 to 49 years,2016,0.00172,A,Normal value,0.00172
HRV,Croatia,Y35T39,From 35 to 39 years,2016,0.22228,A,Normal value,0.22228
ALB,Albania,Y45T49,From 45 to 49 years,2016,0.00098,A,Normal value,0.00098
JPN,Japan,Y45T49,From 45 to 49 years,2016,0.00152,A,Normal value,0.00152
DEU,Germany,_T,Total,2016,1.6,A,Normal value,1.6
CZE,Czechia,_T,Total,2016,1.63,A,Normal value,1.63
POL,Poland,Y30T34,From 30 to 34 years,2016,0.41001,A,Normal value,0.41001
ESP,Spain,Y25T29,From 25 to 29 years,2016,0.2832,A,Normal value,0.2832
NZL,New Zealand,_T,Total,2016,1.87,A,Normal value,1.87
LTU,Lithuania,Y30T34,From 30 to 34 years,2016,0.52305,A,Normal value,0.52305
FIN,Finland,Y25T29,From 25 to 29 years,2016,0.4626,A,Normal value,0.4626
MLT,Malta,Y40T44,From 40 to 44 years,2016,0.04603,A,Normal value,0.04603
BGR,Bulgaria,Y30T34,From 30 to 34 years,2016,0.3560899999999999,A,Normal value,0.3560899999999999
LTU,Lithuania,Y45T49,From 45 to 49 years,2016,0.00173,A,Normal value,0.00173
CYP,Cyprus,Y35T39,From 35 to 39 years,2016,0.26993,A,Normal value,0.26993
GBR,United Kingdom,Y20T24,From 20 to 24 years,2016,0.2720600000000001,A,Normal value,0.2720600000000001
IRL,Ireland,_T,Total,2016,1.82,A,Normal value,1.82
MKD,North Macedonia,Y30T34,From 30 to 34 years,2016,0.40807,A,Normal value,0.40807
CHE,Switzerland,_T,Total,2016,1.55,A,Normal value,1.55
ALB,Albania,_T,Total,2016,1.54,A,Normal value,1.54
SRB,Serbia,Y30T34,From 30 to 34 years,2016,0.41111,A,Normal value,0.41111
BGR,Bulgaria,_T,Total,2016,1.67,A,Normal value,1.67
ISL,Iceland,Y25T29,From 25 to 29 years,2016,0.54597,A,Normal value,0.54597
FIN,Finland,Y30T34,From 30 to 34 years,2016,0.5110600000000001,A,Normal value,0.5110600000000001
AUS,Australia,Y25T29,From 25 to 29 years,2016,0.461,A,Normal value,0.461
ESP,Spain,Y20T24,From 20 to 24 years,2016,0.12718,A,Normal value,0.12718
AUS,Australia,_T,Total,2016,1.792,A,Normal value,1.792
LTU,Lithuania,_T,Total,2016,1.63,A,Normal value,1.63
CAN,Canada,Y25T29,From 25 to 29 years,2016,0.4565,A,Normal value,0.4565
FRA,France,Y25T29,From 25 to 29 years,2016,0.60456,A,Normal value,0.60456
LVA,Latvia,Y15T19,From 15 to 19 years,2016,0.07874,A,Normal value,0.07874
HUN,Hungary,Y40T44,From 40 to 44 years,2016,0.05098,A,Normal value,0.05098
AUS,Australia,Y45T49,From 45 to 49 years,2016,0.0065,A,Normal value,0.0065
PRT,Portugal,Y40T44,From 40 to 44 years,2016,0.06278,A,Normal value,0.06278
NOR,Norway,_T,Total,2016,1.71,A,Normal value,1.71
NLD,Netherlands,_T,Total,2016,1.66,A,Normal value,1.66
GRC,Greece,Y15T19,From 15 to 19 years,2016,0.04629,A,Normal value,0.04629
SVN,Slovenia,Y35T39,From 35 to 39 years,2016,0.22724,A,Normal value,0.22724
ITA,Italy,_T,Total,2016,1.35,A,Normal value,1.35
SWE,Sweden,Y20T24,From 20 to 24 years,2016,0.20909,A,Normal value,0.20909
CAN,Canada,Y45T49,From 45 to 49 years,2016,0.0035,A,Normal value,0.0035
ROU,Romania,Y25T29,From 25 to 29 years,2016,0.4987499999999999,A,Normal value,0.4987499999999999
CZE,Czechia,Y40T44,From 40 to 44 years,2016,0.04173,A,Normal value,0.04173
ISL,Iceland,Y45T49,From 45 to 49 years,2016,0.00895,A,Normal value,0.00895
FRA,France,Y40T44,From 40 to 44 years,2016,0.07329,A,Normal value,0.07329
BEL,Belgium,Y40T44,From 40 to 44 years,2016,0.05352,A,Normal value,0.05352
ESP,Spain,_T,Total,2016,1.33,A,Normal value,1.33
FIN,Finland,Y45T49,From 45 to 49 years,2016,0.00407,A,Normal value,0.00407
DNK,Denmark,Y25T29,From 25 to 29 years,2016,0.57754,A,Normal value,0.57754
SVK,Slovak Republic,_T,Total,2016,1.49,A,Normal value,1.49
SVN,Slovenia,Y25T29,From 25 to 29 years,2016,0.5482100000000001,A,Normal value,0.5482100000000001
